annual_spend,freq_per_month,true_cluster
7857.13580912561,1.7036182878777741,1
6682.574545041196,1.602496322540627,1
4798.045019479866,9.3910069863459,2
1162.1335018698871,4.281580023448431,0
4456.625714232769,9.159794928930873,2
7460.3894373195835,2.2520545556384493,1
521.3860926552886,3.482993451365437,0
4392.415647462303,9.482567145280674,2
8579.91259666372,2.7362814670429043,1
5478.86166938569,9.892367420995418,2
4258.406742479537,8.824475730758282,2
5415.865080758844,7.746057163514843,2
5499.191129072966,8.16830472109685,2
4422.803818217758,9.69626647947439,2
4995.789850429399,9.625113461963073,2
724.4264830321728,2.838123544950525,0
8669.35550708323,1.9064654872691085,1
3926.8862793554194,7.296876569244197,2
1599.6760471784185,3.060183054812272,0
8467.997705684274,1.6763782493202783,1
1818.1916820129372,3.5632412037930035,0
4380.94201873588,9.279499651739716,2
9130.627992070029,1.661734737281117,1
8007.419738931468,2.099487373159103,1
4340.567382723329,10.245902889211166,2
9552.044359510604,2.11628588331584,1
1860.1500109289266,4.334226885291557,0
6967.022090007145,2.0244025241939667,1
2144.0388577216954,3.1666495652801037,0
2309.206560130066,3.9962639189331486,0
5124.738528488671,9.186366651344562,2
8833.147944217917,1.8121131471872838,1
1748.6597963987408,3.093072037841047,0
8284.372526916293,3.618116192028907,1
1135.543631790328,3.0668701687399356,0
1725.4859342789605,3.109258438920918,0
4303.0078561719365,7.633363325346382,2
1677.2968593734186,3.8425727543917243,0
4146.770555413773,9.003880155176171,2
6753.1594996754275,1.718250646825993,1
5372.0413130110055,10.097681992717273,2
3854.5222821365105,10.483478452534278,2
4810.29382622697,8.775826939944716,2
3318.0391383894457,9.664966462003996,2
948.5790974538173,3.958878401992859,0
9176.402060317216,1.7636695948737142,1
5830.650019565267,9.40503790541023,2
1103.4387624210503,3.644342770122965,0
4173.441559733629,9.958203446835938,2
8882.893111566756,1.649060658256371,1
4790.738238600061,8.43373826941155,2
1240.4933350852514,3.2255688133088345,0
1273.2905118484857,2.148273311265402,0
4783.9275762350735,9.246237830500176,2
1431.1007762803747,3.202076218850832,0
1087.0917395584952,4.3665902154951395,0
1558.6297650732013,4.719903518023283,0
8085.410305734733,1.4144568046638248,1
1486.4113963172322,4.498580013223451,0
5270.615343791354,9.276267247758925,2
1972.9337722042596,3.7764417433469286,0
1447.5334267298244,2.988660289335122,0
7754.763190865006,1.2608881286607896,1
2779.7288992029235,5.39054488012391,0
3148.044946442354,8.363285338065133,2
4452.038311650593,8.573322735840565,2
7495.956977445315,2.7916945815583345,1
9723.022195508664,2.236316064621894,1
2591.7440713564156,3.0104822308186034,0
5599.6051492708,9.615903316768499,2
4712.014460762672,8.510004087721768,2
8173.490391562249,0.8420045110363148,1
8450.19902303797,1.5720939001557341,1
629.6092757352244,3.080746461512191,0
7187.415637297885,2.190129006259305,1
8639.28132182473,1.9091762834678767,1
7030.087584698275,2.6876444382198494,1
1437.9878891897301,3.716004688484678,0
8481.723968045697,2.0162459165982987,1
8071.515232855268,2.143389429466509,1
4551.00225164005,8.782652560549048,2
8215.159521769283,1.5164451677558102,1
4302.228676904187,8.247928908453833,2
7837.5566314300695,1.6128656091943239,1
1602.2101077026882,3.123207739393641,0
4337.619091498006,8.898570270401155,2
7662.104899290496,1.3815695301619095,1
4853.648621014913,9.094966067585771,2
7763.48447356656,2.1258282920036913,1
1947.7591643590758,3.427778508772898,0
8649.426323813945,1.1726638728742917,1
5408.123080974339,8.258878563705348,2
5835.824751250646,9.150557914012373,2
1902.1165686205422,3.6606802504832006,0
1531.0728152380318,3.5388464569375486,0
1557.3733493408722,3.1329949068067524,0
3031.3532827993454,8.65299021391201,2
8548.320420424969,2.4639279800812535,1
1738.1079563096653,4.776002698085568,0
1365.391382393309,3.5037246908675233,0
8813.704130949396,2.928899349837022,1
9066.100485671177,1.9558084838796364,1
7887.114632315472,2.7430301205828873,1
2034.956914457649,3.06349478570846,0
1057.2334227222518,3.910733015290841,0
985.7905150401567,4.184622943991734,0
9810.631211974931,1.7096533079675758,1
1443.861114998912,2.436167390023751,0
7642.844997016829,2.156239441745737,1
3549.33557982418,8.512396638070749,2
8107.258147450903,0.9806469662768866,1
9468.252042740824,2.1073948174836192,1
8394.24120140558,1.52130839245033,1
1967.9634567259031,3.4353923525444054,0
7679.943914527827,1.3879737702828674,1
4365.015715817249,9.684226753792327,2
1826.5731001509994,2.8265611448556585,0
1220.006847462298,3.175228861192055,0
1169.3991729406544,3.1284272877402084,0
7188.268442473563,2.5573553680091763,1
5289.714614819926,8.320748222359857,2
4534.521612762293,8.823646593994766,2
6760.7509573931875,2.061458479243782,1
1931.9865079793306,2.8550134690844393,0
1354.7834113051301,3.6702979738946184,0
7804.116733204841,2.499051559292013,1
8960.849235357075,2.0705372334286962,1
9242.877570819452,1.495907545908087,1
3170.9430483304304,9.01878020064294,2
1168.0890225548385,4.096691376692133,0
1045.3404528824885,3.5523096865588775,0
915.2352402438069,4.310874910702513,0
5386.476185382358,9.463170584335096,2
6716.946950444692,1.6137071921444877,1
5426.7541892481295,8.954926256261757,2
5304.916361282794,8.86687747527138,2
1810.6461815939685,5.250851964652117,0
5337.099030936292,8.92070575919308,2
2042.1105693012423,4.461403509363233,0
4540.121702613644,9.869361871341741,2
8179.823363707244,1.5301062462584558,1
7699.267004656271,1.8843657254002928,1
5284.627650328598,9.290859402786591,2
8549.469388794003,1.7279116204228506,1
1969.8955268807872,2.9348055866358864,0
6729.820500474371,2.3192603920525663,1
7461.058611579892,1.883689860144662,1
597.3729643633312,2.731062033908122,0
4476.648375206066,9.144990816280048,2
891.553016955443,3.601790347940266,0
1819.1473704641076,3.324771508868382,0
5159.256277013265,8.917637909437033,2
4439.433076144185,8.571940419231687,2
9038.263200975087,1.8825312998750972,1
6209.088578868215,9.3997161003355,2
4895.292608487592,9.417109495620634,2
3051.2402109846666,9.970958490314638,2
2212.56348991107,3.243962727836228,0
7953.869236288308,1.053844267661197,1
4669.825706414603,8.767339355811043,2
7331.52298776625,1.444989683976836,1
4910.583514108618,7.835732641112969,2
3227.799412176432,7.989170413427333,2
7596.518063213456,1.3245130162765895,1
1844.8500458001677,4.41403695172177,0
1462.183655640863,2.701663593707706,0
7747.587909488919,1.9797190212584521,1
1467.9360321829085,3.4487140620884826,0
6762.519736194166,2.270473446278422,1
1916.6542064735268,4.814195763438016,0
3039.0482497958737,9.983535627335225,2
4342.718673232183,8.876979017447045,2
4327.778855803271,10.234128050277263,2
1916.961498359126,4.182630070793041,0
7112.71894924508,2.003160290650114,1
1909.2517530437335,2.6210427871808744,0
456.27645956441575,2.7386407785813063,0
8547.378683815694,2.3967174383901,1
8282.779127564985,2.43064380477521,1
1860.0339100045567,3.8088231234642618,0
7539.5926399515665,1.3071170355535788,1
4334.822744338005,8.998152228222587,2
4902.064445534824,9.76445585934068,2
4056.1037023356625,8.145589430805959,2
3635.2003150091323,9.705520972599448,2
2274.6687646365954,3.8308665045321035,0
1743.6887848911258,4.188683822328694,0
884.9936123300698,3.6049865736442244,0
7301.010117174715,1.5203543140795217,1
2680.2672752272842,4.087331419441713,0
4440.549805059538,9.801188048526123,2
1298.1248676718615,3.828956108123851,0
4027.0068996995806,8.19026150738307,2
4221.337099763199,10.728276085404389,2
1159.2451476315778,4.123389679136692,0
2263.712239135874,3.068552582003378,0
3803.5583657391608,10.489483449104148,2
5707.531862266451,8.585418992261967,2
1924.6074338682558,2.644111163228223,0
8442.274562207807,2.3406584644712325,1
8732.804203849431,2.452338808324535,1
2059.9881926956896,3.7730324750727218,0
939.8206186145701,3.9201338269834864,0
585.394067331553,3.8955507832582192,0
4041.563031368853,9.614462047809159,2
7171.113602858667,1.4459815066338173,1
9262.346077393993,2.442045419799348,1
7113.154873722358,1.0589345529652239,1
4811.426258000834,7.754033393858146,2
3818.6857708977104,8.357403198166965,2
8455.186841420269,1.46341961004701,1
4902.849719892145,7.270746396908784,2
3784.8493821634875,8.93873551682671,2
8341.566957140098,1.440983939639694,1
8831.873087958278,1.6486957331828733,1
731.2617051196523,3.130056686328394,0
5882.816358282815,9.055151420508414,2
8485.140993647337,2.500984592536067,1
3874.515317710525,8.699965851399972,2
6516.207362758911,2.730970599444577,1
551.8368252004672,4.337463026065216,0
1796.9729553561483,3.9318367618570353,0
9197.880958591997,0.9168602929599694,1
1004.2189062686,2.0240150169702025,0
8816.624830995504,2.0111991078227884,1
2831.7701034971005,2.947809215976328,0
1580.4581613328223,3.1315889632886567,0
5531.380851507178,8.416495762933526,2
8116.350699345832,1.1528286601612958,1
1358.9598698577345,2.8638025063005985,0
6052.8349550448565,10.246413285547632,2
10670.465573806252,2.2463875698925015,1
4492.561586865725,8.21928262606334,2
6685.4012525293365,2.087985416913582,1
3907.8444824225026,9.156602243720574,2
7409.461030525531,0.5498896301287379,1
3744.0544809136386,8.907688089169113,2
1538.0285563837085,3.5832445356111124,0
7323.747529582588,1.9293733301378992,1
4004.317561433265,9.149881278079143,2
6783.129747876759,1.9089362850092317,1
1889.0493128167457,3.6594217879671223,0
9852.303763796259,2.3530630211259402,1
7845.065113382185,2.7397343783322143,1
4263.751442314654,9.435334958389642,2
1685.921513848747,3.387460001240573,0
1073.150345337878,3.9063950653280246,0
1628.0571774305831,4.057645726314636,0
6718.903219733601,2.084931933652369,1
9524.732271667122,2.381219837679123,1
7427.160030107559,1.5150868327162703,1
8425.265306181194,2.8440704643672032,1
8652.221879214834,1.8986506789797941,1
7341.8783256831875,2.13385712432056,1
1481.7937562183909,3.810352335616113,0
1557.4382221555688,3.2782678333208666,0
1377.6046271559003,4.076451926551933,0
481.45540124178956,2.8391592259495235,0
1392.9726610863938,4.473774876653106,0
7152.931632046622,1.9073381007217145,1
4973.176800462066,6.711669026115384,2
7990.619125367326,3.0249744483331398,1
5187.031126335995,9.04299042441555,2
6622.854481624485,1.4447150450793567,1
4227.850196776862,8.74165011278822,2
1627.4591243239422,2.652920415809638,0
5493.908890896827,9.703896085955263,2
9226.55749090806,2.068763366283674,1
3823.568676643687,9.157060014676619,2
4744.535152076102,8.975600003684207,2
8417.86583161285,2.052365520444921,1
1538.824541753491,3.0877338846531317,0
5174.390267385954,9.928022659295609,2
8387.347736272925,0.4442887620480873,1
1877.7111278393277,3.37751922266904,0
1894.3692845245605,3.9458765748689113,0
2258.190468550776,2.6498344775358933,0
8165.603041570088,2.133361740009641,1
5879.954413205297,7.4433592014205985,2
4703.863426334321,8.694904341076102,2
-373.70692906544696,3.8343815067376212,0
4759.9189138015745,10.350347916900386,2
4286.986371159342,9.542339568348178,2
7743.648961224142,1.7629223034974282,1
8928.005838488543,1.6994767334772223,1
2198.226543323122,3.6187129116641428,0
1907.1001997188687,2.6310814175865738,0
5388.942388158046,8.72114670086293,2
1641.6308821453204,2.9458538392554514,0
4965.851502881955,8.396568145947167,2
1383.858613958361,3.410760313858206,0
1522.194280737575,2.876502729171543,0
6835.132079130486,2.4550358783396136,1
1069.5310186593392,2.4325043997608526,0
4958.973660138307,8.963269082046015,2
7230.121563327198,1.0758236691166632,1
770.3387230934237,3.7223216163875725,0
4989.837692940821,8.479860843685548,2
8134.3639794915025,2.536498172394777,1
8480.882478119305,2.3830828122375656,1
2539.6212006583964,2.769759090725033,0
8279.479616479484,2.1832304902650574,1
4103.350972624487,9.652218565561979,2
1262.4441100286772,3.7214839560970683,0
7010.661541834125,2.2110901696423038,1
5561.214828953998,8.80906034318695,2
8254.384671169675,1.9078418004129747,1
8384.330704810469,1.3621637525913606,1
4418.818444570264,9.075255456138114,2
1820.9183140856192,4.594766182949261,0
4828.066814392101,8.002234514137738,2
7704.939964636187,1.8864210853998944,1
1547.2542577279567,2.4406231019084297,0
4365.315887877493,9.12437450151152,2
6804.806738249006,1.9062562325571906,1
4677.141945104644,9.135829683546586,2
7020.540758162858,2.13061548052519,1
3730.1522845207683,8.449074811919832,2
2877.687922987645,7.818201178886503,2
1528.6694936956021,3.7792994760742777,0
5318.608568194585,8.522497294821445,2
7408.536205911589,1.9188208567238418,1
3289.5134314270663,8.590941467746582,2
7871.960240053285,2.9221042136863127,1
7008.088124868516,2.126925918959564,1
8749.04862866397,1.9321445577466736,1
5463.062806740232,7.438027501798968,2
4394.480554361967,7.5758339001811015,2
1434.7586034295682,2.675344294593966,0
8104.873564808415,2.3185956448155083,1
4106.305791324118,9.207359078319199,2
4021.733165081142,9.196165433828693,2
1015.8613363910604,2.6413382097221865,0
4454.443219621212,10.025011679560198,2
4770.232357728843,8.93193201673715,2
8018.644560164586,1.7067794383046682,1
5162.978176959035,9.915781075672387,2
1273.817873902789,4.763950374705066,0
1043.5329625303432,4.275959369908674,0
1203.3440158805006,3.6542645947318286,0
8725.762151596047,1.9480047895608357,1
2143.454699206725,3.393569924358272,0
1344.025335904912,3.6823012206672874,0
7534.40980835196,2.228555501057804,1
7022.787565050448,1.9112314454310884,1
4936.973868185616,8.434928764716158,2
1035.5132142141551,3.451852933709461,0
9735.655893847139,2.199899560014472,1
1099.0228677799646,2.1271705046978058,0
1836.4921182931273,3.956631842299111,0
4712.084967355899,7.2006966458534105,2
9069.537312782979,2.525397373974821,1
1007.2980831848558,2.8982260689503136,0
10313.987529521153,2.0845708978237156,1
1242.6555922281232,3.9718377325522796,0
4019.292375208165,8.427659317231337,2
4833.327785735515,10.106092448140751,2
4784.381035114792,8.809918083921259,2
5487.338133180422,8.659445782057285,2
6875.945281440467,1.7772571848895449,1
1586.4916986962673,2.8021200681606593,0
1748.4092521258647,3.945563284487668,0
9486.133415643988,2.1859106928881418,1
3555.102498504677,9.750393311466043,2
8246.07793427379,1.8136609290977916,1
1167.9686337785108,3.382411871980317,0
8049.869843985541,2.0549091575193885,1
934.2448792470518,3.3822991411643812,0
4336.519745843598,9.693792729832237,2
4275.552386644306,7.096929317202021,2
7300.340769586876,2.114806208246477,1
9152.599307883736,2.555057132849986,1
7031.087182379039,2.2941703225196886,1
4120.053761174013,9.416652550760567,2
4293.116437571836,7.0507457361607955,2
2068.2456740900307,3.8796254695586536,0
3651.620510147558,8.526006836837661,2
5496.614840447181,9.887898464891158,2
7921.619439322017,0.5544734413602428,1
4953.325514205201,9.998881282546678,2
7379.864505684678,2.728073684655432,1
6719.529125756923,2.314143806975859,1
1485.2546700824387,3.614862099761236,0
4660.114891105093,8.153641132448403,2
1923.3979712410408,4.574590734288927,0
4046.6106551386774,9.569839739368193,2
9323.756012138616,2.3653897109214133,1
5476.404340136176,9.496227880971464,2
8584.008541133138,1.7023609611463562,1
3834.895451758425,8.165476059993312,2
4868.244855285908,8.832330060248877,2
2238.643600548928,3.5214397234181964,0
8385.559935932763,2.445604478133993,1
5189.622898801161,9.248379794906793,2
1278.653925448246,3.4870095261260654,0
4403.1840755406365,9.309261389600394,2
4388.108174830938,8.387137283437617,2
8097.073239203593,1.8451570592438902,1
8646.529901812908,3.4821854950056776,1
3529.284230805102,9.099641883411445,2
8479.657285901358,2.375523277328397,1
8502.863027885875,2.3062792300534793,1
1173.3808555491057,2.865804602152601,0
1601.9778707487235,2.609845415026602,0
4893.0960409378395,9.864195285028416,2
1143.4056640658562,4.308924088060459,0
4564.273788186872,9.977521664436537,2
3467.673605972287,9.916486620392035,2
8260.953749573173,1.7284915730624708,1
1261.3606401833965,3.8939729631761226,0
4213.8314857488995,6.927891864894297,2
4368.474474545788,9.307578129425904,2
4390.141974392513,8.803408542273148,2
2267.0758178217175,4.386741199182028,0
1936.1848228072697,3.138063155665078,0
1521.6850435425326,4.653654172197637,0
4309.854929355574,9.399073435058718,2
4216.504628155097,8.959070319317313,2
9100.236780297184,1.1978449397100546,1
4398.558221925951,7.661396616335823,2
3256.62400259467,8.275942587842197,2
4706.035992933852,9.89779558378018,2
3521.1882220315983,9.804223506268615,2
8318.17164163201,1.6182774498331427,1
7936.209627194817,2.1213340109637855,1
7294.830242161488,3.1743830239099955,1
4243.842994924341,8.383497908437953,2
5927.261001562207,2.5100048404605753,1
8826.724743030838,1.9381448900555474,1
4468.8643327036025,8.816315414080556,2
1362.7299881828665,3.8761884865110736,0
5395.205007035388,9.167815805772301,2
1686.5800865140918,2.759719092890682,0
1423.507111387631,3.1087359072170306,0
1025.5517938178446,4.431579839151086,0
4688.708978532812,7.486946385089674,2
7245.588380113352,1.7828328647643805,1
1581.0980477614723,3.5191362385805625,0
4425.711741677836,9.748593297531547,2
2768.9376214320364,4.08761997689501,0
5118.826478595094,9.3007935868228,2
7013.589409210863,1.4343638681826612,1
1583.1314635507044,3.7468738504336034,0
9820.912195754932,1.8255797650366032,1
