date,ticker,close,volume
2022-05-17,000001,74.49,6452661
2022-05-18,000001,74.27,7385263
2022-05-19,000001,73.06,2933735
2022-05-20,000001,71.24,8433878
2022-05-23,000001,70.96,5428050
2022-05-24,000001,72.99,3020435
2022-05-25,000001,71.59,6331037
2022-05-26,000001,73.11,8073993
2022-05-27,000001,73.9,3456032
2022-05-30,000001,74.68,7770204
2022-05-31,000001,76.46,9837737
2022-06-01,000001,76.32,1721936
2022-06-02,000001,75.24,5809310
2022-06-03,000001,74.01,9938803
2022-06-06,000001,73.5,2993821
2022-06-07,000001,74.96,1324695
2022-06-08,000001,72.71,1448967
2022-06-09,000001,72.38,9771153
2022-06-10,000001,73.16,3851548
2022-06-13,000001,74.43,2662378
2022-06-14,000001,76.13,6121308
2022-06-15,000001,74.82,3775930
2022-06-16,000001,73.51,8443973
2022-06-17,000001,73.35,2223887
2022-06-20,000001,71.97,3466820
2022-06-21,000001,73.03,8533850
2022-06-22,000001,72.05,9658353
2022-06-23,000001,72.94,3511634
2022-06-24,000001,71.55,2359411
2022-06-27,000001,70.11,1618411
2022-06-28,000001,71.05,4867565
2022-06-29,000001,72.11,6909830
2022-06-30,000001,70.89,7061150
2022-07-01,000001,71.87,5290172
2022-07-04,000001,70.62,8553969
2022-07-05,000001,69.52,3311949
2022-07-06,000001,67.5,7131367
2022-07-07,000001,68.19,3062032
2022-07-08,000001,69.02,9348152
2022-07-11,000001,67.22,6379848
2022-07-12,000001,67.54,7464967
2022-07-13,000001,67.97,3717244
2022-07-14,000001,67.79,1429805
2022-07-15,000001,67.76,4081220
2022-07-18,000001,68.98,7621489
2022-07-19,000001,69.84,9789558
2022-07-20,000001,68.97,6528929
2022-07-21,000001,67.71,7520219
2022-07-22,000001,69.63,6843891
2022-07-25,000001,71.66,6573225
2022-07-26,000001,69.53,7000512
2022-07-27,000001,69.15,8753425
2022-07-28,000001,68.31,8132970
2022-07-29,000001,70.29,2130608
2022-08-01,000001,69.63,2312104
2022-08-02,000001,69.26,5784191
2022-08-03,000001,68.84,5508102
2022-08-04,000001,68.45,8582299
2022-08-05,000001,70.21,5688211
2022-08-08,000001,68.32,5507563
2022-08-09,000001,67.52,1204004
2022-08-10,000001,65.82,8003264
2022-08-11,000001,66.5,7344707
2022-08-12,000001,67.94,3069160
2022-08-15,000001,66.29,9982554
2022-08-16,000001,64.52,4510637
2022-08-17,000001,64.48,7370741
2022-08-18,000001,64.31,3615933
2022-08-19,000001,65.06,5383879
2022-08-22,000001,66.34,7569435
2022-08-23,000001,67.49,8235911
2022-08-24,000001,66.3,1274053
2022-08-25,000001,67.02,8138823
2022-08-26,000001,65.05,7118876
2022-08-29,000001,64.54,8480878
2022-08-30,000001,65.63,8058982
2022-08-31,000001,66.47,4213947
2022-09-01,000001,66.55,1553242
2022-09-02,000001,66.86,5462433
2022-09-05,000001,66.76,4070642
2022-09-06,000001,66.99,5386233
2022-09-07,000001,65.55,5404625
2022-09-08,000001,64.68,7296493
2022-09-09,000001,64.26,3173630
2022-09-12,000001,65.82,4595762
2022-09-13,000001,64.21,2668461
2022-09-14,000001,65.68,7754723
2022-09-15,000001,66.87,3524698
2022-09-16,000001,65.23,3253260
2022-09-19,000001,65.98,2732186
2022-09-20,000001,66.3,7014766
2022-09-21,000001,67.32,4988271
2022-09-22,000001,66.27,2643136
2022-09-23,000001,64.32,5756998
2022-09-26,000001,64.33,3561438
2022-09-27,000001,65.71,1825510
2022-09-28,000001,64.12,3511442
2022-09-29,000001,64.42,2952577
2022-09-30,000001,63.09,2039474
2022-10-03,000001,64.29,4040475
2022-10-04,000001,64.78,1338141
2022-10-05,000001,63.08,9872541
2022-10-06,000001,62.17,6935884
2022-10-07,000001,63.07,9381506
2022-10-10,000001,61.64,6317770
2022-10-11,000001,61.24,3573467
2022-10-12,000001,60.08,5803008
2022-10-13,000001,61.63,9412450
2022-10-14,000001,62.03,4529404
2022-10-17,000001,63.41,5455595
2022-10-18,000001,61.72,3555462
2022-10-19,000001,60.73,6082908
2022-10-20,000001,61.96,6824476
2022-10-21,000001,61.7,8163259
2022-10-24,000001,61.86,6219657
2022-10-25,000001,60.83,7690709
2022-10-26,000001,59.48,2363537
2022-10-27,000001,59.45,6029107
2022-10-28,000001,59.87,7871806
2022-10-31,000001,59.42,7330326
2022-11-01,000001,58.22,9774638
2022-11-02,000001,59.29,5846977
2022-11-03,000001,58.82,2087884
2022-11-04,000001,59.82,1578486
2022-11-07,000001,58.89,8829703
2022-11-08,000001,58.0,8716399
2022-11-09,000001,59.48,7804210
2022-11-10,000001,59.68,9140121
2022-11-11,000001,60.83,4411794
2022-11-14,000001,60.64,1657284
2022-11-15,000001,61.84,2724035
2022-11-16,000001,60.84,4707044
2022-11-17,000001,62.44,5795032
2022-11-18,000001,62.0,8855969
2022-11-21,000001,63.5,8306228
2022-11-22,000001,62.0,8446865
2022-11-23,000001,63.46,2032307
2022-11-24,000001,61.99,1010738
2022-11-25,000001,61.54,1799342
2022-11-28,000001,62.46,1117508
2022-11-29,000001,62.27,2323124
2022-11-30,000001,61.29,3893778
2022-12-01,000001,62.91,6090375
2022-12-02,000001,63.1,1479214
2022-12-05,000001,64.76,4285066
2022-12-06,000001,62.92,2682753
2022-12-07,000001,64.68,4806250
2022-12-08,000001,64.5,3393498
2022-12-09,000001,64.93,1137520
2022-12-12,000001,63.57,4284226
2022-12-13,000001,62.17,4670628
2022-12-14,000001,60.57,1042506
2022-12-15,000001,62.32,1174305
2022-12-16,000001,62.66,3942330
2022-12-19,000001,62.31,6570659
2022-12-20,000001,64.09,6691156
2022-12-21,000001,63.71,6690642
2022-12-22,000001,63.73,8675431
2022-12-23,000001,62.88,2425692
2022-12-26,000001,62.98,3555587
2022-12-27,000001,63.45,7089005
2022-12-28,000001,65.07,3609859
2022-12-29,000001,63.31,8776697
2022-12-30,000001,63.1,4147826
2023-01-02,000001,62.53,8800852
2023-01-03,000001,62.1,6543396
2023-01-04,000001,63.76,8725281
2023-01-05,000001,64.44,2980961
2023-01-06,000001,64.62,4046438
2023-01-09,000001,63.26,4582982
2023-01-10,000001,61.48,1307531
2023-01-11,000001,61.33,5681086
2023-01-12,000001,61.44,2015603
2023-01-13,000001,60.93,6513843
2023-01-16,000001,59.19,5884715
2023-01-17,000001,57.45,1490063
2023-01-18,000001,56.45,8559756
2023-01-19,000001,56.71,1047449
2023-01-20,000001,57.29,3239701
2023-01-23,000001,57.8,8675038
2023-01-24,000001,59.4,6354431
2023-01-25,000001,60.0,6062257
2023-01-26,000001,60.67,1690672
2023-01-27,000001,60.06,8635006
2023-01-30,000001,61.57,3703168
2023-01-31,000001,63.39,2247207
2023-02-01,000001,64.13,5475269
2023-02-02,000001,63.98,1624100
2023-02-03,000001,64.13,3345420
2023-02-06,000001,65.61,8038035
2023-02-07,000001,64.94,9938631
2023-02-08,000001,66.81,3972061
2023-02-09,000001,67.3,2931983
2023-02-10,000001,69.0,7146371
2023-02-13,000001,69.75,9431049
2023-02-14,000001,71.71,8791333
2023-02-15,000001,70.06,5126014
2023-02-16,000001,68.69,2894261
2023-02-17,000001,70.56,1447678
2023-02-20,000001,69.12,2204641
2023-02-21,000001,68.9,7981860
2023-02-22,000001,69.23,6750551
2023-02-23,000001,69.9,3267645
2023-02-24,000001,68.12,5941982
2023-02-27,000001,69.8,3375215
2023-02-28,000001,69.53,9534539
2023-03-01,000001,67.7,7369255
2023-03-02,000001,66.42,6011746
2023-03-03,000001,68.0,4037859
2023-03-06,000001,68.88,2085861
2023-03-07,000001,70.94,9155923
2023-03-08,000001,71.57,6512032
2023-03-09,000001,73.63,1754429
2023-03-10,000001,74.43,4039184
2023-03-13,000001,76.33,3824104
2023-03-14,000001,76.23,2071635
2023-03-15,000001,75.03,4178619
2023-03-16,000001,76.96,7613733
2023-03-17,000001,76.64,3692648
2023-03-20,000001,75.97,4306163
2023-03-21,000001,75.26,6081578
2023-03-22,000001,76.71,2816801
2023-03-23,000001,76.24,2102206
2023-03-24,000001,75.56,1580775
2023-03-27,000001,76.19,3378817
2023-03-28,000001,75.12,7718848
2023-03-29,000001,76.88,1879039
2023-03-30,000001,77.79,1113798
2023-03-31,000001,76.15,1584143
2023-04-03,000001,73.96,3287505
2023-04-04,000001,73.66,8342995
2023-04-05,000001,73.37,4861869
2023-04-06,000001,71.64,3122288
2023-04-07,000001,69.71,6050724
2023-04-10,000001,69.29,7137237
2023-04-11,000001,68.09,6758218
2023-04-12,000001,66.82,2383334
2023-04-13,000001,68.28,2671739
2023-04-14,000001,68.27,5538289
2023-04-17,000001,70.25,9804722
2023-04-18,000001,68.39,9035460
2023-04-19,000001,68.28,1118146
2023-04-20,000001,68.32,8865611
2023-04-21,000001,66.68,3525265
2023-04-24,000001,65.15,8390895
2023-04-25,000001,64.98,4813268
2023-04-26,000001,64.59,5158053
2023-04-27,000001,65.97,6282261
2023-04-28,000001,66.53,4108036
2023-05-01,000001,64.62,6353442
2023-05-02,000001,65.24,2538451
2023-05-03,000001,66.51,5627425
2023-05-04,000001,67.19,8588141
2023-05-05,000001,66.45,6517144
2023-05-08,000001,66.07,4137431
2023-05-09,000001,66.92,6250682
2023-05-10,000001,65.35,4605125
2023-05-11,000001,63.73,7937359
2023-05-12,000001,64.24,8454582
2023-05-15,000001,64.94,3960742
2023-05-16,000001,63.11,9159857
2023-05-17,000001,64.85,8810938
2023-05-18,000001,66.76,3937336
2023-05-19,000001,66.83,8634390
2023-05-22,000001,66.32,1891494
2023-05-23,000001,65.56,5885740
2023-05-24,000001,64.46,7473501
2023-05-25,000001,63.55,9765963
2023-05-26,000001,61.9,4467899
2023-05-29,000001,61.41,2802939
2023-05-30,000001,61.63,1077493
2023-05-31,000001,63.06,5402904
2023-06-01,000001,62.42,9544210
2023-06-02,000001,62.17,4823989
2023-06-05,000001,61.43,1422327
2023-06-06,000001,62.47,5387946
2023-06-07,000001,62.05,2019164
2023-06-08,000001,60.3,5982350
2023-06-09,000001,58.83,1037708
2023-06-12,000001,60.17,6633803
2023-06-13,000001,61.93,7313378
2023-06-14,000001,62.22,5566273
2023-06-15,000001,62.75,1511009
2023-06-16,000001,62.25,6571690
2023-06-19,000001,62.92,5047172
2023-06-20,000001,64.25,5348992
2023-06-21,000001,62.94,9510223
2023-06-22,000001,63.87,4806218
2023-06-23,000001,64.31,2027806
2023-06-26,000001,65.15,7640960
2023-06-27,000001,64.48,9207200
2023-06-28,000001,63.71,6228882
2023-06-29,000001,65.36,6283599
2023-06-30,000001,67.07,8092440
2023-07-03,000001,66.55,6941464
2023-07-04,000001,64.93,9525714
2023-07-05,000001,64.22,7321847
2023-07-06,000001,63.7,1707675
2023-07-07,000001,63.98,6351421
2023-07-10,000001,65.69,9430078
2023-07-11,000001,65.2,6599342
2023-07-12,000001,63.5,9090140
2023-07-13,000001,64.17,7929977
2023-07-14,000001,65.22,3106842
2023-07-17,000001,66.87,5758447
2023-07-18,000001,66.8,8603520
2023-07-19,000001,65.62,2340054
2023-07-20,000001,66.98,5823718
2023-07-21,000001,66.18,4628834
2023-07-24,000001,67.44,4656106
2023-07-25,000001,69.37,4605091
2023-07-26,000001,68.55,5897639
2023-07-27,000001,66.64,3885936
2023-07-28,000001,65.08,8779652
2023-07-31,000001,64.81,8336407
2023-08-01,000001,63.32,7921374
2023-08-02,000001,64.97,6033437
2023-08-03,000001,66.65,9428211
2023-08-04,000001,65.65,6650368
2023-08-07,000001,63.84,7963443
2023-08-08,000001,63.49,9686735
2023-08-09,000001,64.67,9608010
2023-08-10,000001,64.81,2605193
2023-08-11,000001,65.2,8465415
2023-08-14,000001,66.26,9400516
2023-08-15,000001,66.92,7428965
2023-08-16,000001,66.21,9385587
2023-08-17,000001,65.82,1686748
2023-08-18,000001,63.85,9312703
2023-08-21,000001,62.18,6248476
2023-08-22,000001,61.61,3381371
2023-08-23,000001,61.99,5175136
2023-08-24,000001,60.72,2044555
2023-08-25,000001,61.55,6693652
2023-08-28,000001,62.86,4438514
2023-08-29,000001,61.28,7495180
2023-08-30,000001,60.52,1896997
2023-08-31,000001,58.82,5622884
2023-09-01,000001,59.96,3736293
2023-09-04,000001,61.11,3090478
2023-09-05,000001,61.43,9369792
2023-09-06,000001,62.29,1057329
2023-09-07,000001,61.76,2097340
2023-09-08,000001,62.64,6354595
2023-09-11,000001,61.35,3284830
2023-09-12,000001,62.89,6259299
2023-09-13,000001,64.19,2628995
2023-09-14,000001,65.88,7143107
2023-09-15,000001,66.39,4376539
2023-09-18,000001,66.79,8694577
2023-09-19,000001,68.29,3248818
2023-09-20,000001,67.71,9015716
2023-09-21,000001,67.84,9808461
2023-09-22,000001,69.1,5067586
2023-09-25,000001,68.88,4362554
2023-09-26,000001,68.29,4900967
2023-09-27,000001,70.25,5228378
2023-09-28,000001,68.95,6770481
2023-09-29,000001,69.27,8884196
2023-10-02,000001,68.2,5118816
2023-10-03,000001,67.56,6761722
2023-10-04,000001,69.44,4785933
2023-10-05,000001,71.51,9742197
2023-10-06,000001,70.76,4526159
2023-10-09,000001,71.05,1324277
2023-10-10,000001,69.28,7211619
2023-10-11,000001,68.87,9146455
2023-10-12,000001,70.16,3300781
2023-10-13,000001,70.0,4390595
2023-10-16,000001,70.32,3481194
2023-10-17,000001,71.34,2829270
2023-10-18,000001,73.05,6424903
2023-10-19,000001,75.15,1813450
2023-10-20,000001,76.19,1366567
2023-10-23,000001,75.59,3008978
2023-10-24,000001,76.75,9904728
2023-10-25,000001,78.8,6070119
2023-10-26,000001,78.88,3536830
2023-10-27,000001,76.76,5968464
2023-10-30,000001,78.26,8923920
2023-10-31,000001,76.1,9703767
2023-11-01,000001,74.9,5470114
2023-11-02,000001,75.92,7286925
2023-11-03,000001,75.0,4495301
2023-11-06,000001,74.24,6927649
2023-11-07,000001,74.3,1837404
2023-11-08,000001,73.08,2931989
2023-11-09,000001,73.98,4015026
2023-11-10,000001,76.1,8754851
2023-11-13,000001,75.36,6191617
2023-11-14,000001,76.69,5992665
2023-11-15,000001,78.87,5103788
2023-11-16,000001,77.88,1462944
2023-11-17,000001,77.6,2136994
2023-11-20,000001,77.51,9776938
2023-11-21,000001,78.0,6814792
2023-11-22,000001,76.21,9326240
2023-11-23,000001,77.83,9616325
2023-11-24,000001,76.97,9752583
2023-11-27,000001,74.98,2147123
2023-11-28,000001,76.79,9532831
2023-11-29,000001,75.3,8133554
2023-11-30,000001,75.05,4037039
2023-12-01,000001,73.69,6788802
2022-01-03,000002,49.37,7012051
2022-01-04,000002,49.64,9035101
2022-01-05,000002,50.55,6519664
2022-01-06,000002,51.19,5354232
2022-01-07,000002,52.49,1746938
2022-01-10,000002,52.05,3020602
2022-01-11,000002,53.09,8276589
2022-01-12,000002,52.82,4460118
2022-01-13,000002,52.26,8142149
2022-01-14,000002,52.28,1086416
2022-01-17,000002,51.09,8077060
2022-01-18,000002,52.43,9950926
2022-01-19,000002,52.71,5947589
2022-01-20,000002,53.37,5323668
2022-01-21,000002,53.6,3362966
2022-01-24,000002,52.37,8547835
2022-01-25,000002,51.19,3729102
2022-01-26,000002,51.44,9606328
2022-01-27,000002,52.58,9671681
2022-01-28,000002,52.44,7093765
2022-01-31,000002,53.07,6056820
2022-02-01,000002,54.65,4921437
2022-02-02,000002,55.48,7267317
2022-02-03,000002,56.29,5880762
2022-02-04,000002,57.23,3959300
2022-02-07,000002,57.82,6518577
2022-02-08,000002,56.73,2930655
2022-02-09,000002,56.22,8244976
2022-02-10,000002,54.78,1348733
2022-02-11,000002,53.96,5319544
2022-02-14,000002,53.48,3045025
2022-02-15,000002,54.83,5253804
2022-02-16,000002,53.6,5499458
2022-02-17,000002,52.45,2393347
2022-02-18,000002,52.3,9155890
2022-02-21,000002,53.01,4587192
2022-02-22,000002,52.27,2334791
2022-02-23,000002,52.75,8230490
2022-02-24,000002,52.26,2957977
2022-02-25,000002,50.9,8687791
2022-02-28,000002,52.16,6425760
2022-03-01,000002,53.17,7094228
2022-03-02,000002,52.56,7735506
2022-03-03,000002,53.24,9093215
2022-03-04,000002,53.9,3869516
2022-03-07,000002,54.5,1891693
2022-03-08,000002,53.14,2263704
2022-03-09,000002,54.43,2212581
2022-03-10,000002,53.29,3852784
2022-03-11,000002,54.6,3741232
2022-03-14,000002,53.87,6926798
2022-03-15,000002,54.49,2921750
2022-03-16,000002,54.95,5924366
2022-03-17,000002,53.94,9144075
2022-03-18,000002,54.83,2427990
2022-03-21,000002,53.98,8833044
2022-03-22,000002,55.15,3016386
2022-03-23,000002,56.42,8030400
2022-03-24,000002,57.86,7986862
2022-03-25,000002,57.95,8317694
2022-03-28,000002,56.62,5272891
2022-03-29,000002,55.14,7406437
2022-03-30,000002,55.99,7165367
2022-03-31,000002,56.68,8631187
2022-04-01,000002,55.38,4634553
2022-04-04,000002,54.7,2205300
2022-04-05,000002,53.6,8900884
2022-04-06,000002,55.16,5321318
2022-04-07,000002,55.22,6932154
2022-04-08,000002,55.02,5216318
2022-04-11,000002,54.76,2505090
2022-04-12,000002,53.66,6106278
2022-04-13,000002,52.9,7834327
2022-04-14,000002,51.42,8731279
2022-04-15,000002,52.92,3613077
2022-04-18,000002,54.38,5927603
2022-04-19,000002,53.41,3905152
2022-04-20,000002,55.0,8561270
2022-04-21,000002,54.26,6598334
2022-04-22,000002,54.53,9867525
2022-04-25,000002,55.18,2103017
2022-04-26,000002,54.61,8178425
2022-04-27,000002,54.86,9573758
2022-04-28,000002,54.69,4450698
2022-04-29,000002,55.65,8456876
2022-05-02,000002,55.29,2951537
2022-05-03,000002,55.9,4795814
2022-05-04,000002,54.83,8637736
2022-05-05,000002,54.34,1440301
2022-05-06,000002,52.79,6044118
2022-05-09,000002,51.71,1872263
2022-05-10,000002,50.99,1618281
2022-05-11,000002,52.48,3767321
2022-05-12,000002,51.23,6021502
2022-05-13,000002,49.88,8493731
2022-05-16,000002,49.66,9942847
2022-05-17,000002,49.23,4628899
2022-05-18,000002,49.5,9322734
2022-05-19,000002,50.51,7788376
2022-05-20,000002,49.75,7026283
2022-05-23,000002,49.41,9147918
2022-05-24,000002,49.76,6267863
2022-05-25,000002,51.2,9666161
2022-05-26,000002,52.53,1648779
2022-05-27,000002,51.79,7510558
2022-05-30,000002,51.1,2627481
2022-05-31,000002,51.61,6065649
2022-06-01,000002,52.47,8416170
2022-06-02,000002,52.05,7545720
2022-06-03,000002,52.52,1992544
2022-06-06,000002,53.68,6560356
2022-06-07,000002,54.23,7762444
2022-06-08,000002,53.81,5241932
2022-06-09,000002,54.28,5355779
2022-06-10,000002,54.83,7702004
2022-06-13,000002,55.75,4371054
2022-06-14,000002,55.08,9423633
2022-06-15,000002,56.54,7641269
2022-06-16,000002,56.89,2283501
2022-06-17,000002,57.42,3315695
2022-06-20,000002,57.28,6177182
2022-06-21,000002,58.36,5097901
2022-06-22,000002,58.88,2394126
2022-06-23,000002,60.0,7711672
2022-06-24,000002,58.38,9693794
2022-06-27,000002,58.39,8948908
2022-06-28,000002,59.74,6557425
2022-06-29,000002,59.98,8640880
2022-06-30,000002,58.19,7133282
2022-07-01,000002,57.77,5229873
2022-07-04,000002,56.89,6072394
2022-07-05,000002,56.7,5068335
2022-07-06,000002,55.69,8344122
2022-07-07,000002,54.37,4215142
2022-07-08,000002,54.78,2827731
2022-07-11,000002,55.32,5258631
2022-07-12,000002,53.94,1811158
2022-07-13,000002,54.37,8066242
2022-07-14,000002,53.29,2079001
2022-07-15,000002,53.64,8438049
2022-07-18,000002,54.63,1732053
2022-07-19,000002,53.98,2554635
2022-07-20,000002,53.15,3420348
2022-07-21,000002,51.74,3605366
2022-07-22,000002,51.67,4225011
2022-07-25,000002,53.08,3833491
2022-07-26,000002,51.59,2424751
2022-07-27,000002,52.32,2312059
2022-07-28,000002,53.63,7721144
2022-07-29,000002,52.65,4003001
2022-08-01,000002,52.52,2920327
2022-08-02,000002,53.95,4182070
2022-08-03,000002,55.12,3075766
2022-08-04,000002,56.41,9119311
2022-08-05,000002,57.77,1940117
2022-08-08,000002,56.16,3563563
2022-08-09,000002,54.81,5433489
2022-08-10,000002,53.75,3571051
2022-08-11,000002,52.63,1074518
2022-08-12,000002,52.8,6618722
2022-08-15,000002,52.71,6672826
2022-08-16,000002,51.2,4239763
2022-08-17,000002,51.4,4483888
2022-08-18,000002,52.89,9642076
2022-08-19,000002,51.46,6341653
2022-08-22,000002,50.91,7419566
2022-08-23,000002,50.41,6718986
2022-08-24,000002,51.0,2631746
2022-08-25,000002,52.41,5135760
2022-08-26,000002,51.76,8557938
2022-08-29,000002,50.6,3552786
2022-08-30,000002,51.14,2564981
2022-08-31,000002,51.17,1661034
2022-09-01,000002,51.63,1383516
2022-09-02,000002,52.46,5006995
2022-09-05,000002,52.62,8264905
2022-09-06,000002,52.84,2030987
2022-09-07,000002,53.86,6625887
2022-09-08,000002,52.74,9850814
2022-09-09,000002,54.22,6626901
2022-09-12,000002,54.38,5619756
2022-09-13,000002,54.75,9475499
2022-09-14,000002,53.36,1732713
2022-09-15,000002,51.97,7882095
2022-09-16,000002,51.19,2542750
2022-09-19,000002,52.08,9487424
2022-09-20,000002,50.77,7296285
2022-09-21,000002,51.28,8936016
2022-09-22,000002,52.1,2593341
2022-09-23,000002,52.1,8622923
2022-09-26,000002,52.11,5559741
2022-09-27,000002,52.21,1274964
2022-09-28,000002,50.91,9112759
2022-09-29,000002,51.5,9415312
2022-09-30,000002,50.48,9371942
2022-10-03,000002,50.21,9385531
2022-10-04,000002,49.62,2805600
2022-10-05,000002,50.38,5546349
2022-10-06,000002,50.29,1829782
2022-10-07,000002,49.08,2306074
2022-10-10,000002,49.63,5084961
2022-10-11,000002,48.46,9574730
2022-10-12,000002,49.07,3392203
2022-10-13,000002,49.2,6803578
2022-10-14,000002,50.27,9544213
2022-10-17,000002,49.61,2343980
2022-10-18,000002,50.44,2239213
2022-10-19,000002,51.27,7161268
2022-10-20,000002,49.85,8338145
2022-10-21,000002,48.6,3141913
2022-10-24,000002,48.55,4685972
2022-10-25,000002,47.59,1686352
2022-10-26,000002,46.24,7725153
2022-10-27,000002,46.09,9149079
2022-10-28,000002,46.2,5350982
2022-10-31,000002,46.32,9472637
2022-11-01,000002,46.38,7209145
2022-11-02,000002,47.25,6571823
2022-11-03,000002,48.54,4824792
2022-11-04,000002,48.96,2330438
2022-11-07,000002,48.41,3424091
2022-11-08,000002,48.85,5911552
2022-11-09,000002,48.3,8215909
2022-11-10,000002,47.44,6742027
2022-11-11,000002,48.83,9567170
2022-11-14,000002,48.85,8528186
2022-11-15,000002,48.55,3307973
2022-11-16,000002,48.65,5170985
2022-11-17,000002,50.01,5531971
2022-11-18,000002,48.87,8678252
2022-11-21,000002,48.96,9146815
2022-11-22,000002,48.1,8859985
2022-11-23,000002,47.07,8287714
2022-11-24,000002,45.8,2254628
2022-11-25,000002,44.55,5239423
2022-11-28,000002,44.06,9054373
2022-11-29,000002,45.28,3304897
2022-11-30,000002,45.02,3907665
2022-12-01,000002,46.22,9928662
2022-12-02,000002,45.26,5514059
2022-12-05,000002,44.7,6237544
2022-12-06,000002,44.59,4305519
2022-12-07,000002,44.48,7729201
2022-12-08,000002,43.81,7991222
2022-12-09,000002,44.34,7028680
2022-12-12,000002,44.0,6482693
2022-12-13,000002,43.26,1967909
2022-12-14,000002,42.23,8080093
2022-12-15,000002,41.53,9569227
2022-12-16,000002,40.47,7438543
2022-12-19,000002,41.48,9675190
2022-12-20,000002,40.39,2746855
2022-12-21,000002,40.46,1700483
2022-12-22,000002,39.49,7741367
2022-12-23,000002,40.63,5687951
2022-12-26,000002,40.53,5496887
2022-12-27,000002,41.24,2270075
2022-12-28,000002,40.79,5889771
2022-12-29,000002,41.49,3696347
2022-12-30,000002,41.17,7299774
2023-01-02,000002,40.32,5984014
2023-01-03,000002,40.06,8671242
2023-01-04,000002,40.09,9395816
2023-01-05,000002,39.32,3836118
2023-01-06,000002,38.27,1135636
2023-01-09,000002,37.21,2049179
2023-01-10,000002,37.18,5383080
2023-01-11,000002,36.9,7924049
2023-01-12,000002,37.84,9289059
2023-01-13,000002,38.34,8205239
2023-01-16,000002,37.63,2887867
2023-01-17,000002,36.6,6061576
2023-01-18,000002,37.04,8577185
2023-01-19,000002,37.79,1985126
2023-01-20,000002,37.77,7382785
2023-01-23,000002,38.15,6171216
