date,market_ret,portfolio_ret,market_index,portfolio_index
2018-02-28,0.0881074637211946,0.14213940991066903,116.77493846527453,128.59668002821266
2018-03-31,-0.026093490234072945,0.010725924462645878,113.72787274884644,129.9759983043423
2018-04-30,0.06666930660453439,0.09245580695071887,121.31003116662073,141.99303411179554
2018-05-31,-0.04935057489029372,-0.05549042761971584,115.32331138858855,134.1137799299111
2018-06-30,0.013873993023316827,0.022741012800199186,116.92330620621965,137.16366311598028
2018-07-31,-0.04662882837805738,-0.07902085293658594,111.47130942773478,126.324873464649
2018-08-31,0.06681561830268842,0.07286136710651879,118.91933389015918,135.52907644484134
2018-09-30,0.04352653485232132,0.049432186416660744,124.09548042134404,142.2285750165406
2018-10-31,0.057197255309478064,0.04647102232819651,131.193401297756,148.8380823018418
2018-11-30,-0.033848991954997326,-0.015695969054834124,126.75263691267953,146.50192436785125
2018-12-31,0.03680497614681308,0.00866368770334433,131.41776469079636,147.77117128851327
2019-01-31,-0.017355599842327367,-0.02929441422625219,129.13693055464975,143.4423013860891
2019-02-28,-0.014582339001837417,-0.0710916352160546,127.25381205564513,133.24475362139788
2019-03-31,0.028794168572942876,0.047533756465177546,130.91797977152498,139.5783772903
2019-04-30,0.04545231776109179,0.07283530227890839,136.86850538874052,149.74461059183852
2019-05-31,0.015198909693241931,0.03501105522692665,138.94875744199297,154.98732742320402
2019-06-30,-0.022259419545476937,0.049353832716539744,135.85583875476894,162.6365460540324
2019-07-31,-0.03116174343973544,-0.010341228611656386,131.62233396270278,160.95468435067747
2019-08-31,0.0709942661621355,0.06009363886295108,140.96676497293237,170.62703702534736
2019-09-30,0.032727565982053355,0.1062252060542164,145.58026407486062,188.7519291917853
2019-10-31,0.038387757139277646,0.023137971375849616,151.16876389643826,193.11926592656124
2019-11-30,0.10425696642207742,0.14161397561161704,166.92916063805617,220.46765294161867
2019-12-31,-0.030713832688604732,-0.014742716972357465,161.8021263273697,217.21736073274042
2020-01-31,0.12117560092826313,0.11935886559838298,181.40859621655946,243.14417849807506
2020-02-29,0.14779086600929325,0.20684321163530175,208.219129752935,293.43690126904403
2020-03-31,0.07882859041170595,0.10151772194213277,224.63275024811097,323.2259470196359
2020-04-30,0.04321979391998614,0.06597662777430591,234.341331421514,344.5513050131479
2020-05-31,-0.023871987970064533,-0.04234611107207986,228.7471379769307,329.96089718103104
2020-06-30,0.05075185325191002,0.09293046555004783,240.3564791553303,360.62431696937574
2020-07-31,-0.013921146709657864,-0.03553276778313959,237.01044134639213,347.8103368575496
2020-08-31,0.0050257144594548974,-0.03669941171492468,238.2015881485085,335.04590210650775
2020-09-30,-0.00706949298253828,0.02949825756563449,236.51762369266316,344.9291724231558
2020-10-31,0.01877234804209637,0.012919980574920314,240.95761484271137,349.3856506305863
2020-11-30,0.0639634971949526,0.07664227395132212,256.37010656380556,376.16336138087667
2020-12-31,-0.01900128260399222,0.028217448846977175,251.4987457177711,386.7777317887485
2021-01-31,-0.038343172513362965,-0.01368236468586588,241.85548592382017,381.4856978100428
2021-02-28,-0.03913304482872648,-0.02718527365475822,232.3909443510899,371.1149047197004
2021-03-31,-0.03757247972480457,-0.014460505960642807,223.65944030623038,365.7483954279177
2021-04-30,-0.058399634270836005,-0.0833472966736089,210.59781079112665,335.2642554062907
2021-05-31,-0.03508203337226912,-0.019517123647080484,203.20961136482555,328.72086147907976
2021-06-30,0.06419695274315053,0.10357492352229433,216.2550491825672,362.76809956695814
2021-07-31,-0.020699038570754932,-0.002918337964401784,211.77877757841674,361.709419649718
2021-08-31,0.017569844604887138,0.017101955573496884,215.4996977910825,367.89535807508275
2021-09-30,-0.04876022847401013,-0.147759609198384,204.99188329070915,313.53528374000905
2021-10-31,0.013634276095519978,0.03161198029058218,207.78679922483528,323.4467549500003
2021-11-30,-0.07233516518382979,-0.0783135288536258,192.75650677988753,298.1164981736118
2021-12-31,-0.025444015386585674,-0.036499457972870755,187.85200725551556,287.23540757750465
2022-01-31,0.1074542517207717,0.1450248551197247,208.03750412940198,328.8916809466873
2022-02-28,-0.02023363609395544,-0.01462610700941866,203.8281489769529,324.0812760266535
2022-03-31,0.05639893734261206,0.07195767148144004,215.32383997976464,347.4014100202653
2022-04-30,0.026477435630454134,-0.004640723398869333,221.0250630925311,345.789216167984
2022-05-31,-0.0008843599751132084,-0.035500077816709004,220.82959737323523,333.5136720858418
2022-06-30,-0.023344806958722722,-0.01558312731971561,215.67437305178458,328.31648607086225
2022-07-31,0.06391092292860523,0.07739898918708144,229.45832128557245,353.7278502262015
2022-08-31,-0.001982255673129594,0.003188928293030645,229.0034762264573,354.85586297582074
2022-09-30,0.07473410152222866,0.09210078992809817,246.11784526770867,387.53836826651076
2022-10-31,-0.026358556349746667,-0.018025929367475192,239.63053417454154,380.5526290129521
2022-11-30,0.008580254432604198,0.012768934191219654,241.68662512757996,385.4118804891141
2022-12-31,0.026947460705570817,0.03693385130287307,248.19946596126746,399.64662557345963
2023-01-31,0.02279220778626826,0.034613897825737656,253.8564797618975,413.47995303746023
2023-02-28,-0.049521068033198876,-0.031713989641735524,241.2852357569402,400.36685408976484
2023-03-31,-0.02388282295993402,-0.03833246679251797,235.52266318851127,385.019804950544
2023-04-30,-0.0028191096014762163,0.018417929481314006,234.8586989873513,392.11107256703247
2023-05-31,-0.03241646891959099,-0.019369355156882765,227.24540927113227,384.5161339415354
2023-06-30,0.036479629899601844,0.046586624542583936,235.5352376977267,402.4294427040355
2023-07-31,0.03246086316114591,0.027452198136751656,243.18091481826056,413.4770155012093
2023-08-31,-0.08206880043802164,-0.08315062233301371,223.22334884970522,379.09614434188654
2023-09-30,-0.07523643320730018,-0.06292257278942867,206.42882027366448,355.2424396053424
2023-10-31,-0.05167034745689083,-0.08429533836357282,195.76257140500817,325.297157957709
2023-11-30,0.011276678856588108,0.016521821446977916,197.97012305488235,330.67165951869566
2023-12-31,0.09749276385174624,0.11573528080190602,217.27077751157316,368.9420368863242
2024-01-31,-0.011206040271056204,-0.027416987664681917,214.83603242905477,358.82675761202927
2024-02-29,0.017279274744733827,0.006388969612285919,218.54824325846494,361.11929086248756
2024-03-31,-0.041840026721382984,-0.08489470657798179,209.40417892061944,330.4621746250678
2024-04-30,-0.041107629716565494,-0.07285195980111175,200.79606947244918,306.38735756349445
2024-05-31,-0.08207525166102402,-0.130823454154195,184.31568153795345,266.3047051378617
2024-06-30,0.004724508852407766,-0.007981119556048005,185.1864826070171,264.1792954478183
2024-07-31,0.048624750727019855,0.04391880570918774,194.1911291617969,275.7817345969811
2024-08-31,-0.010052144419310476,-0.023092096865871412,192.23909188651356,269.41335606782957
2024-09-30,0.06884038889908096,0.09046252292638046,205.4729057335873,293.7851679677887
2024-10-31,0.014903468374810717,0.014449822016056189,208.5351646860683,298.03031135588043
2024-11-30,0.004361438059655167,-0.011207164641880162,209.4446778901066,294.69023658824426
2024-12-31,0.029276425171208487,0.017620812644387075,215.57646932986415,299.8829180352958
2025-01-31,0.027931990640201312,0.005834033198584096,221.5979492534336,301.632444934802
2025-02-28,0.05765128667465208,0.06339477722436578,234.3733561523583,320.7543665850845
2025-03-31,-0.030087941899803183,-0.03795250013045397,227.32154422958425,308.5809364454204
2025-04-30,-0.09696221214766457,-0.06893259077593483,205.2799444322606,287.30965303217346
2025-05-31,0.011163601440678503,0.053191932547866146,207.57160791566696,302.5922087166117
2025-06-30,-0.02152538198949356,0.014193360678000248,203.10354976510885,306.8870090732793
2025-07-31,0.004777025668550891,0.059474639551753354,204.07378063571056,325.1390033210282
2025-08-31,0.08089350099175882,0.06460082158739901,220.5820232119574,346.1432500656747
2025-09-30,-0.043627881229156444,-0.031347457498873535,210.9584969019791,335.29253924571896
2025-10-31,0.0404158801494644,0.06750458893434702,219.48457022928062,357.9263242802547
2025-11-30,0.04856403949838335,0.06975404323862412,230.14362756718106,382.89313258034133
2025-12-31,0.02673313075101965,0.08590987945057127,236.29608725444848,415.7874354427701
